headline,field,region,year,sentiment
"Singapore global business fair will be annual affair;Spurred by success of inaugural Global Entrepolis last year, EDB hopes to see 25,000 participants at this year's event",Marine Aquaculture,Singapore,2004,0
Scientists show invasion of the sea creatures;A survey reveals 18 non-native species in just three places on Casco Bay.,Marine Aquaculture,United States,2004,-1
Camel gets :2m clean-up,Marine Aquaculture,United Kingdom,2004,0
Aquaculture set to scale new heights,Marine Aquaculture,Australia,2004,1
:2m clean-up of river after lobster deaths,Marine Aquaculture,United Kingdom,2004,-1
Ocean report has long reach,Marine Aquaculture,United States,2004,0
UMS courses relevant to nation's need,Marine Aquaculture,Malaysia,2004,0
S'pore should be angling for more bucks in fish trade,Marine Aquaculture,Singapore,2004,0
Lawmakers to consider aquaculture's future,Marine Aquaculture,United States,2004,0
UMS makes waves globally,Marine Aquaculture,Malaysia,2004,0
Overseas investors snap up fish farm after failure to make NSX,Marine Aquaculture,Australia,2003,1
Across The West,Marine Aquaculture,United Kingdom,2003,0
University Campus Opens,Marine Aquaculture,United Kingdom,2003,0
Research plays important role at KUSTEM,Marine Aquaculture,Malaysia,2003,0
"UCC appoints new dean of math, tech",Marine Aquaculture,Canada,2003,0
Row Flares Over Fish Unit'S Future,Marine Aquaculture,Scotland,2003,-1
Canadian firms hired to analyze aquaculture,Marine Aquaculture,United States,2003,0
Plenty of fish in the sea? Think again...;Fishermen and consumers are feeling the pinch as fish stocks are depleted through over-fishing,Marine Aquaculture,Singapore,2003,0
Only nine but UMS forges ahead,Marine Aquaculture,Malaysia,2003,0
Hopes Rise For Future Of Ardtoe Marine Research Unit,Marine Aquaculture,Scotland,2003,0
Schools' learning curve - Biggest curriculum shake-up for 30 years,Marine Aquaculture,Australia,2003,0
New marine aquaculture goes after bigger fish,Marine Aquaculture,Singapore,2003,1
"Equally delicious, steamed or fried",Marine Aquaculture,Singapore,2003,1
Small fry? Think again...it's big plan to feed S'poreans;High-tech breeding facility on St John's Island aims to produce almost half the fish people eat here,Marine Aquaculture,Singapore,2003,1
Healthy oceans Pew report signals need for further remedies,Marine Aquaculture,United States,2003,-1
TOPICS TODAY,Marine Aquaculture,Australia,2003,0
"Port Ed hatchery closes its doors: q Marine Harvest Canada mothballs state-of-art $8 million facility; blames feds, misinformation",Marine Aquaculture,Canada,2003,-1
Government grants,Marine Aquaculture,Australia,2003,0
Blair Is Dragged Into Ardtoe Row,Marine Aquaculture,Scotland,2003,0
Fish farming for Bay sites,Marine Aquaculture,Australia,2003,0
Investors lured by fish farm shares,Marine Aquaculture,Australia,2003,1
"Ubin prawns going places;Farm expanding to become fish hatchery, as well as producing new dried prawn snack using small prawns no one wants",Marine Aquaculture,Singapore,2003,1
Better chance for say,Marine Aquaculture,Australia,2002,0
Plan for abalone farm put on show,Marine Aquaculture,Australia,2002,1
UE unit clinches $200m PUB contract,Marine Aquaculture,Singapore,2002,0
"Raise aquaculture production, marine scientists urged",Marine Aquaculture,Malaysia,2002,1
Fish farm in $2.5m listing bid,Marine Aquaculture,Australia,2002,0
Breaking away from the herd,Marine Aquaculture,Australia,2002,0
Ofex wants to challenge ASX with trans-Tasman market; Investing,Marine Aquaculture,Australia,2002,0
Regional firms in the limelight; Hunter Region Export Awards 2002 A Newcastle Herald Advertising Feature,Marine Aquaculture,Australia,2002,0
Aquaculture industry still a zone of contention,Marine Aquaculture,Australia,2002,-1
WHAT A WHOPPER!;ANGLESEY NETS POUNDS 19M EURO FISH FARM DEAL,Marine Aquaculture,Wales,2002,1
In step with the community,Marine Aquaculture,Malaysia,2002,0
Transforming the image - CENTRAL COAST: MOVING FORWARD,Marine Aquaculture,Australia,2002,0
Cod trials' results,Marine Aquaculture,Scotland,2002,0
Taking aquaculture and marine science to new heights,Marine Aquaculture,Malaysia,2002,1
Primelife chief hits back over `foul play'; MANAGEMENT,Marine Aquaculture,Australia,2001,0
Something's fishy on this farm,Marine Aquaculture,Japan,2001,-1
Marine research centre floated,Marine Aquaculture,Canada,2001,0
Farmers hatch a new plan that may well grow on us; FISHING,Marine Aquaculture,Australia,2001,1
Farm-fresh fish on menu;Banker becomes snapper breeder,Marine Aquaculture,Australia,2001,1
Fortune begins to favour the salmon;The reel thing,Marine Aquaculture,Scotland,2001,1
Two schools of thought on fish farm go-ahead,Marine Aquaculture,Australia,2001,0
Plan for deep-sea fish farming hits snag,Marine Aquaculture,Singapore,2001,-1
Fishing for more,Marine Aquaculture,Malaysia,2001,0
Business People,Marine Aquaculture,United States,2001,0
Fears spark crusade to 'save' Lough Swilly;New group will battle fish farming plans,Marine Aquaculture,United Kingdom,2001,-1
Anglers bite at fish park bid,Marine Aquaculture,Australia,2001,-1
Agency to tackle fish-farm waste,Marine Aquaculture,Scotland,2001,-1
New aquaculture guidelines urged,Marine Aquaculture,Scotland,2001,-1
Aquaculture production to be raised six-fold,Marine Aquaculture,Malaysia,2001,1
Aquaculture plans snagged by red tape; SEAFOOD,Marine Aquaculture,Australia,2000,-1
Primed for prawns,Marine Aquaculture,Australia,2000,1
Offshore investment hooks ex-banker,Marine Aquaculture,Australia,2000,1
Seafood body slams marine park proposal; SEAFOOD,Marine Aquaculture,Australia,2000,-1
AVA -- that's PPD's name as a stat board,Marine Aquaculture,Singapore,2000,0
Tassie divers' safety splash,Marine Aquaculture,Australia,2000,0
Justice and democracy will disappear,Marine Aquaculture,United States,2000,0
WHAT'S NEW; VICTORIA,Marine Aquaculture,Australia,1999,0
Leisure and tourism will become more important in the economy of the South West,Marine Aquaculture,United Kingdom,1999,0
1999 ROYAL ADELAIDE SHOW; A pearl of great price,Marine Aquaculture,Australia,1999,0
"Move to boost fish, vegetable supply",Marine Aquaculture,Singapore,1999,1
Asia claws back onto the local economic agenda,Marine Aquaculture,Australia,1999,0
Cutting red tape on fish farming; VICTORIA - SEAFOOD,Marine Aquaculture,Australia,1999,1
A project going swimmingly / THE HUNTER REGION,Marine Aquaculture,Australia,1999,1
Council nets fish farms,Marine Aquaculture,Australia,1999,0
"Sorry, tuna is calling the tune",Marine Aquaculture,Australia,1999,0
A state with bigger fish to fry; SEAFOOD,Marine Aquaculture,Australia,1999,0
A city fights back,Marine Aquaculture,Australia,1999,-1
Sarawak optimistic about robust economic prospects,Marine Aquaculture,Malaysia,1999,1
"Barbed wire, fences go up at St John's",Marine Aquaculture,Singapore,1999,0
Your views,Marine Aquaculture,Canada,1999,0
A snapper of the fingerlings,Marine Aquaculture,Australia,1999,0
St John's to have marine research centre,Marine Aquaculture,Singapore,1999,0
Fish farmers seek clarity on marine park plans; VICTORIA,Marine Aquaculture,Australia,1999,-1
Sea cages yield first commercial harvests; FISHING,Marine Aquaculture,Australia,1998,1
POLITICS: BLAIR POISED TO MEET TRIMBLE FOR POLICY TALKS,Marine Aquaculture,Ireland,1998,0
 Blair unveils UK-Irish body in Dublin,Marine Aquaculture,United Kingdom,1998,0
 Blair to unveil UK-Irish forum,Marine Aquaculture,United Kingdom,1998,0
BRUNSWICK PEOPLE / Douglas Holland; Expert cultivates fish farming,Marine Aquaculture,United States,1998,1
"Industry, nature can co-exist",Marine Aquaculture,United States,1998,1
Our tainted coast; Report pinpoints pollution and the;solution,Marine Aquaculture,Australia,1998,-1
Fortune in flying fish,Marine Aquaculture,Australia,1998,0
Peace Corps Worker Killed in Philippines,Marine Aquaculture,United States,1998,0
NEWS IN BRIEF,Marine Aquaculture,Philippines,1998,0
"Mum, can we have fish?",Marine Aquaculture,Singapore,1998,0
Call to release secret report on aquacentreDecision to close college has been hotly disputed,Marine Aquaculture,Scotland,1998,0
NBT continues focus on core areas,Marine Aquaculture,Malaysia,1998,0
Fishing for complements,Marine Aquaculture,Australia,1997,0
Norwegian study of our aquaculture potential,Marine Aquaculture,Malaysia,1997,1
Lucas Heights,Marine Aquaculture,Australia,1997,0
Business groups main goal of growth study,Marine Aquaculture,Australia,1997,0
" AS AGE OF AQUACULTURE DAWNS, WE CAN LEARN FROM OTHERS' MISTAKES; VIGILANCE OVER DISEASE AND NUTRIENT POLLUTION ARE ESSENTIAL.",Marine Aquaculture,United States,1997,0
Fiji aims for increase in visitors,Marine Aquaculture,Australia,1997,0
Tuna farms 'threat' to KI penguins,Marine Aquaculture,Australia,1997,-1
State inquiry says no to oyster farms,Marine Aquaculture,Australia,1996,-1
Opportunities in global halal' market,Marine Aquaculture,Malaysia,1996,1
Minister with a true flair for stating the blindingly obvious,Marine Aquaculture,Ireland,1996,0
A mixture of satisfaction and fear,Marine Aquaculture,Malaysia,1996,0
Fish that are reared to be main source of supply,Marine Aquaculture,Malaysia,1996,0
Agency turns ideas into cash for coast A million clams will make them as happy as . . .,Marine Aquaculture,United States,1996,1
Breeding grouper on the farm,Marine Aquaculture,Singapore,1996,1
Promoting R & D,Marine Aquaculture,Singapore,1996,0
Mystery virus attack,Marine Aquaculture,Singapore,1996,-1
BALLAST WATER ORGANISMS AN ENVIRONMENTAL THREAT,Marine Aquaculture,Australia,1996,-1
IVF WHITING RESEARCH TO HELP DECLINING NUMBERS,Marine Aquaculture,Australia,1996,0
Oysters hailed as solution to feeding Africa's hungry,Marine Aquaculture,Canada,1996,1
Aquaculture centre officially opened,Marine Aquaculture,Australia,1996,1
Intellectual Property India Publishes Patent Application for 'Offshore Aquaculture System' Filed by Sea Control Holdings,Offshore Aquaculture,India,2015,0
Catalina Sea Ranch project moves ahead,Offshore Aquaculture,USA,2014,1
Making mussels,Offshore Aquaculture,USA,2014,1
Capital gets Maritime Plan 2030 for sustainable development,Offshore Aquaculture,United Arab Emirates,2014,1
Investors eye Gulf aquaculture boom,Offshore Aquaculture,Oman,2014,1
"Oman, Saudi Arabia ride new wave of investment in aquaculture industry",Offshore Aquaculture,Oman,2014,1
Who Is Conservation For?,Offshore Aquaculture,USA,2013,-1
Mussel beds planned near wind farm,Offshore Aquaculture,USA,2013,1
Seafood worker Hong Kong-bound,Offshore Aquaculture,China,2013,1
Oyster beds off Crowes Pasture hit again,Offshore Aquaculture,USA,2013,-1
Judge says Marin oyster farm must obey Coastal Commission order,Offshore Aquaculture,USA,2013,-1
Port's waters no good to explore,Offshore Aquaculture,Australia,2013,-1
New lawsuit claims state wrongly put sanctions on Drakes Bay oyster farm,Offshore Aquaculture,USA,2013,0
Point Reyes oyster farm dealt another setback,Offshore Aquaculture,USA,2013,-1
"Markey eyes fishing, opposes NOAA aquaculture",Offshore Aquaculture,USA,2013,-1
Catch 22,Offshore Aquaculture,Australia,2012,-1
MARITIME POLICY : ATLANTIC ARC AT HEART OF NEW MACRO-REGIONAL STRATEGY,Offshore Aquaculture,Portugal,2011,0
Ireland 'suffered' over fisheries policy,Offshore Aquaculture,Ireland,2011,-1
Irish food drive serves up tasty results,Offshore Aquaculture,Ireland,2011,1
Bluefin tuna fingerlings sea trial survival rates hailed,Offshore Aquaculture,Australia,2011,1
Clean Seas buoyed by tuna trials,Offshore Aquaculture,Australia,2011,1
Tuna trial victory,Offshore Aquaculture,Australia,2011,1
"Raising tuna in a tank closer to reality, researcher says",Offshore Aquaculture,USA,2011,1
"No fish, no drill marine national park",Offshore Aquaculture,Australia,2011,-1
Humongous fish farms are industrializing our oceans,Offshore Aquaculture,USA,2011,-1
Bluefin breeding on track,Offshore Aquaculture,Australia,2011,1
Marsh likely to be gone by 2100,Offshore Aquaculture,USA,2010,-1
Fishing Policy Must Be Consistent,Offshore Aquaculture,USA,2010,-1
"NOAA launches aquaculture plan, economic incentives",Offshore Aquaculture,USA,2010,1
Aquaculture viable if planned responsibly; U.S. bill aims to set standards to ensure environment is respected,Offshore Aquaculture,USA,2010,1
Maine sites considered for testing wave energy; Resolute Marine's CEO envisions its converters using the same areas as floating wind turbines.,Offshore Aquaculture,USA,2010,1
"Go slow, mussel-breeders urge speeding ferry boats",Offshore Aquaculture,Malaysia,2009,0
TIME FOR A GREEN POWER TRIP; Renewable energy technologies offer not only huge commercial opportunities but also some pretty novel science,Offshore Aquaculture,United Kingdom,2009,1
CEO plans added value for exports,Offshore Aquaculture,Australia,2009,1
Farming the ocean as we farm the land,Offshore Aquaculture,USA,2009,1
Fish farming gets OK for fed waters,Offshore Aquaculture,USA,2009,1
"Reefs get $3.3 million stimulus: Staghorn, elkhorn nurseries to boost reef restoration",Offshore Aquaculture,USA,2009,1
Rove pick doesn't negate group's work,Offshore Aquaculture,USA,2009,1
Secrets of the deep blue sea,Offshore Aquaculture,Ireland,2008,1
FISH FARMS IN GULF TOO RISKY,Offshore Aquaculture,USA,2008,-1
Exxon spill awards could be held up in court for several weeks,Offshore Aquaculture,USA,2008,-1
Special panel studying nursing shortage in R.I.,Offshore Aquaculture,USA,2008,0
"100,000 sea breams to be released into sea",Offshore Aquaculture,Bahrain,2008,1
Environmental program open to public,Offshore Aquaculture,USA,2008,0
OUTDOORS NOTES,Offshore Aquaculture,USA,2008,0
Clean Seas husbandry a tuna aquaculture breakthrough - South Australia: Special Report,Offshore Aquaculture,Australia,2008,1
"Salmon Farming May Doom Wild Populations, Study Says",Offshore Aquaculture,USA,2007,-1
Open ocean farms could feed the world; Food: Official at aquaculture conference warns we need a replacement for dwindling fish stocks,Offshore Aquaculture,Canada,2007,1
Aquaculture industry looks at developments; Technology Conference explores ways of moving cages further offshore,Offshore Aquaculture,Canada,2007,1
